date,festival,product,category,price,units_sold,revenue
10-09-2024,Onam,Traditional Set,Festival,592.6666667,127,80384
10-09-2024,Onam,Tray,Festival,556.6666667,232,140896
10-09-2024,Onam,Wall Hanging,Festival,571.75,303,189177
11-09-2024,Onam,Banana Chips,Festival,734.4,1944,1407257
11-09-2024,Onam,Candles,Festival,599,295,172901
11-09-2024,Onam,Cookware,Festival,589.75,654,392152
11-09-2024,Onam,Cushion Covers,Festival,1029,2427,2645815
11-09-2024,Onam,Flower Decor,Festival,921,1837,1921575
11-09-2024,Onam,Gift Set,Festival,741.6666667,3048,2245827
11-09-2024,Onam,Handmade Decor,Festival,1060.916667,3494,3651393
11-09-2024,Onam,Mug,Festival,744.6666667,156,90832
11-09-2024,Onam,Notebook,Festival,513.2,370,199024
11-09-2024,Onam,Onam Saree,Festival,551.8,1422,835594
11-09-2024,Onam,Plant Decor,Festival,780.6666667,452,366101
11-09-2024,Onam,Pookalam Kit,Festival,690.25,1819,1073253
11-09-2024,Onam,Silk Saree,Festival,881.8666667,3865,3316175
11-09-2024,Onam,Sweets,Festival,606,250,166134
11-09-2024,Onam,Tableware,Festival,860.8333333,1478,1276988
11-09-2024,Onam,Tea Set,Festival,473.6666667,215,96121
11-09-2024,Onam,Traditional Jewelry,Festival,879,1804,1493918
11-09-2024,Onam,Traditional Set,Festival,602.3333333,216,105761
11-09-2024,Onam,Tray,Festival,522.5,562,332883
11-09-2024,Onam,Wall Hanging,Festival,661.375,392,306475
12-09-2024,Onam,Banana Chips,Festival,805.5,3775,3026745
12-09-2024,Onam,Candles,Festival,590.375,640,356912
12-09-2024,Onam,Cookware,Festival,411.25,366,139150
12-09-2024,Onam,Cushion Covers,Festival,952.5,1669,1600367
12-09-2024,Onam,Flower Decor,Festival,829.7142857,1677,1451857
12-09-2024,Onam,Gift Set,Festival,773.3636364,2399,1974067
12-09-2024,Onam,Handmade Decor,Festival,799.4666667,2996,2502875
12-09-2024,Onam,Mug,Festival,526.6666667,442,205226
12-09-2024,Onam,Notebook,Festival,524.5714286,419,218875
12-09-2024,Onam,Onam Saree,Festival,879.5,1807,1677587
12-09-2024,Onam,Plant Decor,Festival,853,374,326510
12-09-2024,Onam,Pookalam Kit,Festival,855,3715,2990396
12-09-2024,Onam,Silk Saree,Festival,667.6666667,2482,1752138
12-09-2024,Onam,Sweets,Festival,778,510,338083
12-09-2024,Onam,Tableware,Festival,877.9166667,3103,2482568
12-09-2024,Onam,Tea Set,Festival,595.4285714,435,262350
12-09-2024,Onam,Traditional Jewelry,Festival,731.2,3985,2974885
12-09-2024,Onam,Traditional Set,Festival,888.3333333,279,233927
12-09-2024,Onam,Tray,Festival,737.125,637,461795
12-09-2024,Onam,Wall Hanging,Festival,872.5,277,230890
13-09-2024,Onam,Banana Chips,Festival,1018.285714,2010,2073249
13-09-2024,Onam,Candles,Festival,731.625,662,481468
13-09-2024,Onam,Cookware,Festival,960.5,524,511663
13-09-2024,Onam,Cushion Covers,Festival,910.8,1232,1026648
13-09-2024,Onam,Flower Decor,Festival,1087.166667,1640,1938241
13-09-2024,Onam,Gift Set,Festival,893.4666667,3937,3550793
13-09-2024,Onam,Handmade Decor,Festival,675.1666667,1849,1329774
13-09-2024,Onam,Mug,Festival,795.6666667,505,393154
13-09-2024,Onam,Notebook,Festival,700.6666667,253,176231
13-09-2024,Onam,Onam Saree,Festival,815.0909091,3040,2312512
13-09-2024,Onam,Plant Decor,Festival,575.8571429,511,313356
13-09-2024,Onam,Pookalam Kit,Festival,728.75,2346,1833977
13-09-2024,Onam,Silk Saree,Festival,988.9230769,3095,3145383
13-09-2024,Onam,Sweets,Festival,607,149,66074
13-09-2024,Onam,Tableware,Festival,873,4011,3715199
13-09-2024,Onam,Tea Set,Festival,839.2857143,531,449668
13-09-2024,Onam,Traditional Jewelry,Festival,869.5384615,3668,3207976
13-09-2024,Onam,Traditional Set,Festival,684.75,495,306264
13-09-2024,Onam,Tray,Festival,640.8571429,534,339153
13-09-2024,Onam,Wall Hanging,Festival,604.3333333,255,167099
14-09-2024,Onam,Banana Chips,Festival,901.7272727,3008,2680947
14-09-2024,Onam,Candles,Festival,498.4285714,487,253080
14-09-2024,Onam,Cookware,Festival,699.6666667,283,202995
14-09-2024,Onam,Cushion Covers,Festival,877.7142857,2255,2150837
14-09-2024,Onam,Flower Decor,Festival,802.5,4976,3913903
14-09-2024,Onam,Gift Set,Festival,843.4285714,2031,1588679
14-09-2024,Onam,Handmade Decor,Festival,836.1428571,2549,2229301
14-09-2024,Onam,Mug,Festival,690.4285714,489,364924
14-09-2024,Onam,Notebook,Festival,808.5,335,271949
14-09-2024,Onam,Onam Saree,Festival,1074.916667,3704,3918289
14-09-2024,Onam,Plant Decor,Festival,569.75,462,274658
14-09-2024,Onam,Pookalam Kit,Festival,933.3333333,3698,3278865
14-09-2024,Onam,Silk Saree,Festival,729.1818182,3555,2919398
14-09-2024,Onam,Sweets,Festival,782.25,297,210574
14-09-2024,Onam,Tableware,Festival,965.0833333,3427,3112552
14-09-2024,Onam,Tea Set,Festival,521,491,234666
14-09-2024,Onam,Traditional Jewelry,Festival,833.4615385,3496,2716936
14-09-2024,Onam,Traditional Set,Festival,596.5714286,626,375530
14-09-2024,Onam,Tray,Festival,613.375,657,351705
14-09-2024,Onam,Wall Hanging,Festival,770.5,524,435948
15-09-2024,Onam,Banana Chips,Festival,784.0909091,3656,2733302
15-09-2024,Onam,Candles,Festival,848,245,223172
15-09-2024,Onam,Cookware,Festival,647,350,188418
15-09-2024,Onam,Cushion Covers,Festival,1167.545455,3420,4124801
15-09-2024,Onam,Flower Decor,Festival,724.5384615,5233,3777883
15-09-2024,Onam,Gift Set,Festival,930.2,4196,3878160
15-09-2024,Onam,Handmade Decor,Festival,970.3571429,4901,4807178
15-09-2024,Onam,Mug,Festival,615.2,475,288042
15-09-2024,Onam,Notebook,Festival,702.375,473,364425
15-09-2024,Onam,Onam Saree,Festival,806.5,3000,2273042
15-09-2024,Onam,Plant Decor,Festival,358.25,362,121736
15-09-2024,Onam,Pookalam Kit,Festival,829.0769231,3272,2676674
15-09-2024,Onam,Silk Saree,Festival,655.7777778,3142,1788712
15-09-2024,Onam,Sweets,Festival,763.3333333,121,80216
15-09-2024,Onam,Tableware,Festival,940.4285714,4640,4120190
15-09-2024,Onam,Tea Set,Festival,942.5,338,333835
15-09-2024,Onam,Traditional Jewelry,Festival,847.8,2888,2515672
15-09-2024,Onam,Traditional Set,Festival,850.75,318,292934
15-09-2024,Onam,Tray,Festival,553.5714286,664,332866
15-09-2024,Onam,Wall Hanging,Festival,614.5,371,225473
16-09-2024,Onam,Banana Chips,Festival,696.9,3503,2479747
16-09-2024,Onam,Candles,Festival,661.8571429,495,340438
16-09-2024,Onam,Cookware,Festival,972.25,380,368252
16-09-2024,Onam,Cushion Covers,Festival,911.8,4553,3987645
16-09-2024,Onam,Flower Decor,Festival,806.6666667,2057,1742398
16-09-2024,Onam,Gift Set,Festival,821.2,5125,4148677
16-09-2024,Onam,Handmade Decor,Festival,985.8461538,3744,3771708
16-09-2024,Onam,Mug,Festival,862.3333333,426,338643
16-09-2024,Onam,Notebook,Festival,508.6666667,274,133220
16-09-2024,Onam,Onam Saree,Festival,890.2222222,3183,2821297
16-09-2024,Onam,Plant Decor,Festival,478,369,178416
16-09-2024,Onam,Pookalam Kit,Festival,800.5714286,2107,1578927
16-09-2024,Onam,Silk Saree,Festival,1019.2,2787,2946687
16-09-2024,Onam,Sweets,Festival,732.5,522,322759
16-09-2024,Onam,Tableware,Festival,782.1111111,2842,2253226
16-09-2024,Onam,Tea Set,Festival,793,139,116900
16-09-2024,Onam,Traditional Jewelry,Festival,830.2,1408,1302044
16-09-2024,Onam,Traditional Set,Festival,650.25,204,166569
16-09-2024,Onam,Tray,Festival,499,201,80034
16-09-2024,Onam,Wall Hanging,Festival,753.4,291,223369
26-09-2024,Navratri,Bangles,Festival,921.8666667,2431,2238156
26-09-2024,Navratri,Bracelets,Festival,717,179,144451
26-09-2024,Navratri,Chaniya Choli,Festival,866.75,2155,1902406
26-09-2024,Navratri,Clutch Bag,Festival,936.6666667,2626,2375649
26-09-2024,Navratri,Dance Shoes,Festival,774.2857143,1081,816593
26-09-2024,Navratri,Dandiya,Festival,509.5714286,493,209465
26-09-2024,Navratri,Decor,Festival,645.3333333,300,216137
26-09-2024,Navratri,Dupatta,Festival,893.2222222,1597,1419557
26-09-2024,Navratri,Face Makeup Kit,Festival,542.4285714,384,235225
26-09-2024,Navratri,Garba Dress,Festival,663,868,524246
26-09-2024,Navratri,Garba Music CD,Festival,819.625,539,434655
26-09-2024,Navratri,Hair Accessories,Festival,481.1666667,544,239677
26-09-2024,Navratri,Handbag,Festival,981.25,2304,2162138
26-09-2024,Navratri,Jewellery Set,Festival,1089.818182,1760,1835144
26-09-2024,Navratri,Mirror Work Set,Festival,708,414,313784
26-09-2024,Navratri,Ornaments,Festival,926,1082,1032119
26-09-2024,Navratri,Perfume,Festival,533.5,187,106951
26-09-2024,Navratri,Scarves,Festival,558.625,500,286019
26-09-2024,Navratri,Sunglasses,Festival,473.6666667,225,112160
26-09-2024,Navratri,Traditional Skirt,Festival,682.625,1334,859279
27-09-2024,Navratri,Bangles,Festival,797.875,1421,1099540
27-09-2024,Navratri,Bracelets,Festival,511.75,263,139274
27-09-2024,Navratri,Chaniya Choli,Festival,816.9285714,2776,2320056
27-09-2024,Navratri,Clutch Bag,Festival,795.8181818,1884,1575987
27-09-2024,Navratri,Dance Shoes,Festival,734.4,737,446953
27-09-2024,Navratri,Dandiya,Festival,618.375,528,313448
27-09-2024,Navratri,Decor,Festival,737.6,295,201328
27-09-2024,Navratri,Dupatta,Festival,626.3,1772,1043419
27-09-2024,Navratri,Face Makeup Kit,Festival,707.75,444,319634
27-09-2024,Navratri,Garba Dress,Festival,912.0769231,2418,2199349
27-09-2024,Navratri,Garba Music CD,Festival,671,603,411210
27-09-2024,Navratri,Hair Accessories,Festival,557.75,273,145805
27-09-2024,Navratri,Handbag,Festival,902.7857143,3030,2858713
27-09-2024,Navratri,Jewellery Set,Festival,856.125,1983,1755885
27-09-2024,Navratri,Mirror Work Set,Festival,482.2857143,485,258374
27-09-2024,Navratri,Ornaments,Festival,1007.8,1302,1363090
27-09-2024,Navratri,Perfume,Festival,695.1428571,413,274406
27-09-2024,Navratri,Scarves,Festival,522.375,598,370939
27-09-2024,Navratri,Sunglasses,Festival,578,461,268470
27-09-2024,Navratri,Traditional Skirt,Festival,867.3846154,2577,2137868
28-09-2024,Navratri,Bangles,Festival,673.3333333,1961,1342824
28-09-2024,Navratri,Bracelets,Festival,615.2857143,458,309691
28-09-2024,Navratri,Chaniya Choli,Festival,990.875,1884,1858655
28-09-2024,Navratri,Clutch Bag,Festival,1114.428571,1706,1840112
28-09-2024,Navratri,Dance Shoes,Festival,797.1538462,3307,2709345
28-09-2024,Navratri,Dandiya,Festival,900.75,338,320515
28-09-2024,Navratri,Decor,Festival,773.6,326,254580
28-09-2024,Navratri,Dupatta,Festival,1056.166667,1642,1737290
28-09-2024,Navratri,Face Makeup Kit,Festival,796.2,423,352688
28-09-2024,Navratri,Garba Dress,Festival,845,2566,2062187
28-09-2024,Navratri,Garba Music CD,Festival,561.8333333,521,293792
28-09-2024,Navratri,Hair Accessories,Festival,649.6666667,411,232245
28-09-2024,Navratri,Handbag,Festival,781.9285714,3288,2645280
28-09-2024,Navratri,Jewellery Set,Festival,694.1,2384,1640493
28-09-2024,Navratri,Mirror Work Set,Festival,798.8333333,342,277071
28-09-2024,Navratri,Ornaments,Festival,666.2307692,3132,2052708
28-09-2024,Navratri,Perfume,Festival,685.5,462,290618
28-09-2024,Navratri,Scarves,Festival,818.8333333,318,250323
28-09-2024,Navratri,Sunglasses,Festival,748.375,637,462184
28-09-2024,Navratri,Traditional Skirt,Festival,990.8888889,1752,1676182
29-09-2024,Navratri,Bangles,Festival,756.3076923,3578,2749180
29-09-2024,Navratri,Bracelets,Festival,432.25,140,62213
29-09-2024,Navratri,Chaniya Choli,Festival,899.7142857,1827,1701986
29-09-2024,Navratri,Clutch Bag,Festival,964.3333333,3342,3160328
29-09-2024,Navratri,Dance Shoes,Festival,985.3,2146,2167729
29-09-2024,Navratri,Dandiya,Festival,575.3333333,176,101014
29-09-2024,Navratri,Decor,Festival,764.5,332,265754
29-09-2024,Navratri,Dupatta,Festival,1111.25,1824,2006236
29-09-2024,Navratri,Face Makeup Kit,Festival,830.5714286,435,339826
29-09-2024,Navratri,Garba Dress,Festival,731.1111111,2573,1786901
29-09-2024,Navratri,Garba Music CD,Festival,652.875,534,335265
29-09-2024,Navratri,Hair Accessories,Festival,623,329,188881
29-09-2024,Navratri,Handbag,Festival,854,2134,1845742
29-09-2024,Navratri,Jewellery Set,Festival,703.7142857,1724,1201458
29-09-2024,Navratri,Mirror Work Set,Festival,646.25,468,282091
29-09-2024,Navratri,Ornaments,Festival,819.4,2894,2340157
29-09-2024,Navratri,Perfume,Festival,696.3333333,262,162641
29-09-2024,Navratri,Scarves,Festival,540.6,325,206191
29-09-2024,Navratri,Sunglasses,Festival,669,435,315990
29-09-2024,Navratri,Traditional Skirt,Festival,764,3606,2662345
30-09-2024,Navratri,Bangles,Festival,1095.6,1359,1509914
30-09-2024,Navratri,Bracelets,Festival,779.5,563,428438
30-09-2024,Navratri,Chaniya Choli,Festival,911,2314,1859653
30-09-2024,Navratri,Clutch Bag,Festival,819.2,4107,3322405
30-09-2024,Navratri,Dance Shoes,Festival,904.5714286,1918,1727404
30-09-2024,Navratri,Dandiya,Festival,704.6,345,211992
30-09-2024,Navratri,Decor,Festival,618.1666667,351,235813
30-09-2024,Navratri,Dupatta,Festival,813.7272727,2717,2104901
30-09-2024,Navratri,Face Makeup Kit,Festival,502,429,260866
30-09-2024,Navratri,Garba Dress,Festival,825.7777778,2558,2210915
30-09-2024,Navratri,Garba Music CD,Festival,850.3333333,370,345675
30-09-2024,Navratri,Hair Accessories,Festival,622.1428571,416,251924
30-09-2024,Navratri,Handbag,Festival,732.8333333,3610,2655193
30-09-2024,Navratri,Jewellery Set,Festival,860.2,2632,2396755
30-09-2024,Navratri,Mirror Work Set,Festival,309.3333333,194,52344
30-09-2024,Navratri,Ornaments,Festival,690.0833333,2503,1745124
30-09-2024,Navratri,Perfume,Festival,673.1428571,458,323154
30-09-2024,Navratri,Scarves,Festival,421.6666667,390,173825
30-09-2024,Navratri,Sunglasses,Festival,653.5,231,145510
30-09-2024,Navratri,Traditional Skirt,Festival,711.6666667,2068,1489681
01-10-2024,Navratri,Bangles,Festival,746.3333333,4097,3194073
01-10-2024,Navratri,Bracelets,Festival,474.125,502,225093
01-10-2024,Navratri,Chaniya Choli,Festival,816.4,1320,1156522
01-10-2024,Navratri,Clutch Bag,Festival,749.2222222,2804,2021358
01-10-2024,Navratri,Dance Shoes,Festival,845.25,3178,2556743
01-10-2024,Navratri,Dandiya,Festival,672.1666667,387,234295
01-10-2024,Navratri,Decor,Festival,517.2,329,197715
01-10-2024,Navratri,Dupatta,Festival,827.4444444,2734,2415713
01-10-2024,Navratri,Face Makeup Kit,Festival,790.6,435,332996
01-10-2024,Navratri,Garba Dress,Festival,855,2047,1803250
01-10-2024,Navratri,Garba Music CD,Festival,717.8571429,454,319284
01-10-2024,Navratri,Hair Accessories,Festival,936.625,614,603422
01-10-2024,Navratri,Handbag,Festival,831.1333333,4272,3571301
01-10-2024,Navratri,Jewellery Set,Festival,978.75,3124,3136154
01-10-2024,Navratri,Mirror Work Set,Festival,673.25,266,200931
01-10-2024,Navratri,Ornaments,Festival,941.6153846,2990,2856633
01-10-2024,Navratri,Perfume,Festival,482.8,456,209732
01-10-2024,Navratri,Scarves,Festival,587.8,280,155964
01-10-2024,Navratri,Sunglasses,Festival,462.6666667,464,239759
01-10-2024,Navratri,Traditional Skirt,Festival,820.6153846,4154,3574315
02-10-2024,Navratri,Bangles,Festival,943.0909091,4030,3817749
02-10-2024,Navratri,Bracelets,Festival,564,300,197410
02-10-2024,Navratri,Chaniya Choli,Festival,972.3333333,1693,1729876
02-10-2024,Navratri,Clutch Bag,Festival,762.25,2748,2135535
02-10-2024,Navratri,Dance Shoes,Festival,836.6923077,3833,3131380
02-10-2024,Navratri,Dandiya,Festival,852.4,342,303112
02-10-2024,Navratri,Decor,Festival,601.625,492,311213
02-10-2024,Navratri,Dupatta,Festival,826.5,3624,2824459
02-10-2024,Navratri,Face Makeup Kit,Festival,607.5,291,184260
02-10-2024,Navratri,Garba Dress,Festival,748,3263,2578120
02-10-2024,Navratri,Garba Music CD,Festival,384.4,357,135232
02-10-2024,Navratri,Hair Accessories,Festival,785,196,152469
02-10-2024,Navratri,Handbag,Festival,994.2,2604,2671343
02-10-2024,Navratri,Jewellery Set,Festival,959,2592,2412513
02-10-2024,Navratri,Mirror Work Set,Festival,748.2,346,266335
02-10-2024,Navratri,Ornaments,Festival,755.9333333,4780,3373152
02-10-2024,Navratri,Perfume,Festival,632.5,377,222778
02-10-2024,Navratri,Scarves,Festival,665.3333333,169,107516
02-10-2024,Navratri,Sunglasses,Festival,622.4,420,266556
02-10-2024,Navratri,Traditional Skirt,Festival,857.2,3101,2531046
03-10-2024,Navratri,Bangles,Festival,609.1666667,2077,1347983
03-10-2024,Navratri,Bracelets,Festival,630.6,371,260636
03-10-2024,Navratri,Chaniya Choli,Festival,1007.571429,1937,1957385
03-10-2024,Navratri,Clutch Bag,Festival,807.2857143,4620,3861067
03-10-2024,Navratri,Dance Shoes,Festival,980.4285714,2307,2153431
03-10-2024,Navratri,Dandiya,Festival,795.5,358,326298
03-10-2024,Navratri,Decor,Festival,589.7142857,555,346330
03-10-2024,Navratri,Dupatta,Festival,810.3,3858,3198186
03-10-2024,Navratri,Face Makeup Kit,Festival,559.625,602,298979
03-10-2024,Navratri,Garba Dress,Festival,911.4545455,3410,3304453
03-10-2024,Navratri,Garba Music CD,Festival,642.4,275,162326
03-10-2024,Navratri,Hair Accessories,Festival,839.5,231,191005
03-10-2024,Navratri,Handbag,Festival,775.3333333,4356,3671278
03-10-2024,Navratri,Jewellery Set,Festival,843.25,3457,2857307
03-10-2024,Navratri,Mirror Work Set,Festival,614.1666667,539,315527
03-10-2024,Navratri,Ornaments,Festival,837.3333333,4513,3839045
03-10-2024,Navratri,Perfume,Festival,471.25,277,121255
03-10-2024,Navratri,Scarves,Festival,855.25,327,289650
03-10-2024,Navratri,Sunglasses,Festival,735.25,399,292327
03-10-2024,Navratri,Traditional Skirt,Festival,1056.636364,3629,3681144
04-10-2024,Navratri,Bangles,Festival,905.2666667,4900,4436118
04-10-2024,Navratri,Bracelets,Festival,663.8333333,459,281809
04-10-2024,Navratri,Chaniya Choli,Festival,880.6666667,2582,2206280
04-10-2024,Navratri,Clutch Bag,Festival,759.2666667,4480,3492330
04-10-2024,Navratri,Dance Shoes,Festival,1044.777778,3022,3003544
04-10-2024,Navratri,Dandiya,Festival,553.1428571,520,334384
04-10-2024,Navratri,Decor,Festival,677.75,307,214907
04-10-2024,Navratri,Dupatta,Festival,728.5,3555,2711275
04-10-2024,Navratri,Face Makeup Kit,Festival,553.8,310,168988
04-10-2024,Navratri,Garba Dress,Festival,816.875,2374,1953727
04-10-2024,Navratri,Garba Music CD,Festival,755.6666667,288,208762
04-10-2024,Navratri,Hair Accessories,Festival,676.2857143,501,365003
04-10-2024,Navratri,Handbag,Festival,990.4666667,4362,4314161
04-10-2024,Navratri,Jewellery Set,Festival,828.4666667,4591,3739072
04-10-2024,Navratri,Mirror Work Set,Festival,838.25,276,232509
04-10-2024,Navratri,Ornaments,Festival,1019.375,2679,2804727
04-10-2024,Navratri,Perfume,Festival,676.625,522,325096
04-10-2024,Navratri,Scarves,Festival,716.125,468,318680
04-10-2024,Navratri,Sunglasses,Festival,564,265,121937
04-10-2024,Navratri,Traditional Skirt,Festival,848.1666667,2318,1908091
13-10-2024,Karva Chauth,Bracelet,Festival,1106.5,1129,1223308
13-10-2024,Karva Chauth,Candles,Festival,778.1666667,304,250973
13-10-2024,Karva Chauth,Chocolates,Festival,846.2727273,2006,1669367
13-10-2024,Karva Chauth,Clutch Bag,Festival,745.125,687,561109
13-10-2024,Karva Chauth,Decor,Festival,631.7142857,515,331611
13-10-2024,Karva Chauth,Flowers,Festival,927,198,189324
13-10-2024,Karva Chauth,Gift Box,Festival,761.2,1811,1369098
13-10-2024,Karva Chauth,Handbag,Festival,534.8571429,455,240611
13-10-2024,Karva Chauth,Jewellery,Festival,714.25,1631,1240885
13-10-2024,Karva Chauth,Mehndi,Festival,785,2020,1605299
13-10-2024,Karva Chauth,Necklace,Festival,681.25,612,404636
13-10-2024,Karva Chauth,Perfume,Festival,901.5333333,3039,2515054
13-10-2024,Karva Chauth,Personalized Mug,Festival,731.5714286,2348,1621009
13-10-2024,Karva Chauth,Photo Frame,Festival,712.375,512,396858
13-10-2024,Karva Chauth,Puja Thali,Festival,867,1084,906342
13-10-2024,Karva Chauth,Ring,Festival,574.5,403,265501
13-10-2024,Karva Chauth,Saree,Festival,858.5714286,1402,1131496
13-10-2024,Karva Chauth,Soft Toy,Festival,622.4285714,457,284686
13-10-2024,Karva Chauth,Wall Hanging,Festival,818.5,303,270846
13-10-2024,Karva Chauth,Watch,Festival,764.2307692,2597,2032430
14-10-2024,Karva Chauth,Bracelet,Festival,855.6428571,3006,2584675
14-10-2024,Karva Chauth,Candles,Festival,646.7142857,585,354187
14-10-2024,Karva Chauth,Chocolates,Festival,736.3333333,2013,1525684
14-10-2024,Karva Chauth,Clutch Bag,Festival,605.2857143,326,195729
14-10-2024,Karva Chauth,Decor,Festival,591,423,247412
14-10-2024,Karva Chauth,Flowers,Festival,316.75,337,101261
14-10-2024,Karva Chauth,Gift Box,Festival,950.7272727,2307,2292600
14-10-2024,Karva Chauth,Handbag,Festival,563,463,252331
14-10-2024,Karva Chauth,Jewellery,Festival,829.25,1558,1415904
14-10-2024,Karva Chauth,Mehndi,Festival,865.3333333,938,796552
14-10-2024,Karva Chauth,Necklace,Festival,681.5,599,414478
14-10-2024,Karva Chauth,Perfume,Festival,999,2746,2685315
14-10-2024,Karva Chauth,Personalized Mug,Festival,1186.333333,1349,1588549
14-10-2024,Karva Chauth,Photo Frame,Festival,508.25,513,290328
14-10-2024,Karva Chauth,Puja Thali,Festival,952.3333333,1334,1219891
14-10-2024,Karva Chauth,Ring,Festival,697.875,591,432234
14-10-2024,Karva Chauth,Saree,Festival,752,2630,2063952
14-10-2024,Karva Chauth,Soft Toy,Festival,467,181,83435
14-10-2024,Karva Chauth,Wall Hanging,Festival,433.6666667,192,82876
14-10-2024,Karva Chauth,Watch,Festival,799.3333333,2145,1605835
15-10-2024,Karva Chauth,Bracelet,Festival,743.8,689,494170
15-10-2024,Karva Chauth,Candles,Festival,572.2857143,466,237751
15-10-2024,Karva Chauth,Chocolates,Festival,887.5454545,2481,2169258
15-10-2024,Karva Chauth,Clutch Bag,Festival,704.25,641,475400
15-10-2024,Karva Chauth,Decor,Festival,601.8333333,390,216110
15-10-2024,Karva Chauth,Flowers,Festival,258.3333333,165,36739
15-10-2024,Karva Chauth,Gift Box,Festival,988.2,2645,2771815
15-10-2024,Karva Chauth,Handbag,Festival,825.8,281,228903
15-10-2024,Karva Chauth,Jewellery,Festival,661.3636364,2672,1711738
15-10-2024,Karva Chauth,Mehndi,Festival,894,2139,1901189
15-10-2024,Karva Chauth,Necklace,Festival,592.25,375,222025
15-10-2024,Karva Chauth,Perfume,Festival,744.8333333,1093,897417
15-10-2024,Karva Chauth,Personalized Mug,Festival,741.8333333,2375,1851512
15-10-2024,Karva Chauth,Photo Frame,Festival,484.6666667,197,93322
15-10-2024,Karva Chauth,Puja Thali,Festival,752,1793,1345789
15-10-2024,Karva Chauth,Ring,Festival,868.3333333,222,202549
15-10-2024,Karva Chauth,Saree,Festival,819,978,767434
15-10-2024,Karva Chauth,Soft Toy,Festival,503.7142857,537,293063
15-10-2024,Karva Chauth,Wall Hanging,Festival,524.4285714,355,217303
15-10-2024,Karva Chauth,Watch,Festival,888.6666667,2137,1940096
16-10-2024,Karva Chauth,Bracelet,Festival,598.1111111,1967,993318
16-10-2024,Karva Chauth,Candles,Festival,435.6666667,142,59836
16-10-2024,Karva Chauth,Chocolates,Festival,795.1428571,1739,1298315
16-10-2024,Karva Chauth,Clutch Bag,Festival,509,91,46486
16-10-2024,Karva Chauth,Decor,Festival,614.8333333,459,267615
16-10-2024,Karva Chauth,Flowers,Festival,754.3333333,474,377239
16-10-2024,Karva Chauth,Gift Box,Festival,869.5,2248,2019907
16-10-2024,Karva Chauth,Handbag,Festival,692.5714286,460,275430
16-10-2024,Karva Chauth,Jewellery,Festival,682.7142857,1475,934701
16-10-2024,Karva Chauth,Mehndi,Festival,790.6,1069,849064
16-10-2024,Karva Chauth,Necklace,Festival,598.75,393,235039
16-10-2024,Karva Chauth,Perfume,Festival,752.4,1371,1029866
16-10-2024,Karva Chauth,Personalized Mug,Festival,825.2,1087,818573
16-10-2024,Karva Chauth,Photo Frame,Festival,698.3333333,197,126854
16-10-2024,Karva Chauth,Puja Thali,Festival,872.7,2137,1870670
16-10-2024,Karva Chauth,Ring,Festival,799.7142857,455,378338
16-10-2024,Karva Chauth,Saree,Festival,1096.454545,2746,2989102
16-10-2024,Karva Chauth,Soft Toy,Festival,561.6666667,563,315985
16-10-2024,Karva Chauth,Wall Hanging,Festival,692.75,258,133973
16-10-2024,Karva Chauth,Watch,Festival,1120.2,2396,2706861
17-10-2024,Karva Chauth,Bracelet,Festival,822.8571429,3584,2977415
17-10-2024,Karva Chauth,Candles,Festival,640.6,306,176006
17-10-2024,Karva Chauth,Chocolates,Festival,746,2092,1376965
17-10-2024,Karva Chauth,Clutch Bag,Festival,508.25,212,104001
17-10-2024,Karva Chauth,Decor,Festival,725.75,216,165004
17-10-2024,Karva Chauth,Flowers,Festival,352.6666667,242,89533
17-10-2024,Karva Chauth,Gift Box,Festival,931.5555556,2995,2846924
17-10-2024,Karva Chauth,Handbag,Festival,521,346,193657
17-10-2024,Karva Chauth,Jewellery,Festival,953.2307692,3241,2981045
17-10-2024,Karva Chauth,Mehndi,Festival,926,1943,1794556
17-10-2024,Karva Chauth,Necklace,Festival,584,240,156981
17-10-2024,Karva Chauth,Perfume,Festival,900.3076923,3479,2995417
17-10-2024,Karva Chauth,Personalized Mug,Festival,806.6666667,3483,2741822
17-10-2024,Karva Chauth,Photo Frame,Festival,433.1428571,450,189113
17-10-2024,Karva Chauth,Puja Thali,Festival,964.7,2969,2851717
17-10-2024,Karva Chauth,Ring,Festival,618.2857143,469,297778
17-10-2024,Karva Chauth,Saree,Festival,558.3333333,1801,843909
17-10-2024,Karva Chauth,Soft Toy,Festival,507,588,335976
17-10-2024,Karva Chauth,Wall Hanging,Festival,642.25,636,405227
17-10-2024,Karva Chauth,Watch,Festival,977.2222222,2323,2138915
18-10-2024,Karva Chauth,Bracelet,Festival,753.8333333,1517,1044867
18-10-2024,Karva Chauth,Candles,Festival,953.8333333,312,316286
18-10-2024,Karva Chauth,Chocolates,Festival,984.4444444,2809,2664297
18-10-2024,Karva Chauth,Clutch Bag,Festival,667.5,448,304529
18-10-2024,Karva Chauth,Decor,Festival,814,332,312827
18-10-2024,Karva Chauth,Flowers,Festival,367.6666667,295,115023
18-10-2024,Karva Chauth,Gift Box,Festival,958.75,3313,3129464
18-10-2024,Karva Chauth,Handbag,Festival,656.75,541,368687
18-10-2024,Karva Chauth,Jewellery,Festival,845,4183,3446976
18-10-2024,Karva Chauth,Mehndi,Festival,924.6153846,3017,2738588
18-10-2024,Karva Chauth,Necklace,Festival,681,614,449116
18-10-2024,Karva Chauth,Perfume,Festival,853.3076923,3066,2673518
